141 44 58.2 43 07 09.7 
141 39 14.2 43 03 39.8 
141 53 11.8 43 25 21.1 
141 59 17.2 43 28 48.3 
141 47 38.8 42 59 49.0 
141 41 55.9 43 00 27.1 
141 47 15.3 43 03 13.3 
141 40 23.3 43 20 09.8 
141 49 21.5 43 25 39.8 
141 52 51.0 43 32 44.8 
141 57 55.3 43 41 51.6 
141 57 42.2 43 45 50.7 
141 53 32.9 43 38 28.8 
141 53 00.5 43 43 42.6 
141 56 15.4 43 48 15.0 
142 09 27.8 44 00 27.4 
142 21 29.8 43 50 26.9 
142 27 19.1 43 41 38.4 
142 30 43.2 43 49 32.1 
142 28 53.0 43 52 21.0 
142 34 54.5 43 54 14.1 
142 46 26.4 43 50 42.0 
142 30 51.3 43 41 47.1 
142 28 14.0 43 35 06.5 
142 28 15.0 43 27 09.6 
142 25 44.2 43 24 11.2 
142 34 20.6 43 09 41.3 
142 24 08.1 42 58 37.4 
142 25 01.4 44 01 14.5 
142 21 54.3 44 05 35.5 
142 36 04.5 44 06 51.5 
142 25 05.2 44 17 23.4 
142 38 21.0 44 17 59.7 
142 20 49.0 44 28 42.4 
142 15 58.9 44 43 21.1 
142 04 28.6 44 48 30.7 
141 31 44.1 43 51 12.5 
141 39 58.8 44 00 45.2 
141 39 24.4 44 18 12.7 
141 42 03.5 44 21 30.0 
141 46 13.3 44 31 46.5 
141 47 46.3 44 43 10.7 
141 44 57.2 44 53 09.1 
141 51 13.6 45 00 54.3 
142 06 43.4 45 19 42.4 
142 22 09.8 45 07 16.0 
142 17 35.9 44 58 02.4 
142 35 07.1 44 56 10.5 
142 29 03.6 44 50 21.2 
141 46 52.5 45 06 01.5 
141 03 05.7 45 18 02.9 
141 08 36.0 45 11 04.5 
141 13 48.7 45 14 26.6 
144 17 56.5 43 50 19.9 
144 10 36.0 43 54 33.1 
144 06 39.5 43 49 16.0 
144 01 44.3 43 42 13.6 
144 40 28.2 43 54 31.7 
144 35 54.8 43 49 57.7 
144 27 57.9 43 51 15.2 
143 56 55.0 43 50 58.7 
143 44 26.6 43 43 23.3 
143 35 25.0 43 40 24.7 
143 37 06.3 43 47 08.4 
143 46 42.7 44 00 54.6 
144 04 29.4 44 07 05.1 
143 32 09.3 43 55 13.4 
143 31 55.1 44 03 33.6 
143 20 28.2 44 00 08.1 
143 11 48.9 43 53 01.2 
143 34 36.6 44 08 56.4 
143 37 11.9 44 13 09.2 
143 04 57.6 44 11 26.2 
143 07 39.9 44 28 02.9 
142 56 54.2 44 19 34.1 
142 57 56.7 44 34 47.9 
140 42 55.5 42 34 49.6 
140 46 06.1 42 32 56.4 
140 50 16.8 42 38 41.3 
141 05 00.3 42 40 07.5 
140 53 24.6 42 33 16.2 
141 21 34.7 42 32 55.6 
141 49 18.0 42 45 36.7 
141 49 06.1 42 52 07.9 
141 52 53.6 42 43 16.2 
141 55 50.8 42 34 20.1 
142 08 15.2 42 45 30.8 
142 26 41.9 42 52 30.8 
142 07 56.9 42 34 56.2 
142 04 42.0 42 28 39.2 
142 18 53.8 42 21 26.6 
142 22 21.1 42 20 18.0 
142 33 50.0 42 14 44.0 
142 46 18.9 42 09 56.5 
142 56 14.5 42 07 30.2 
143 09 08.6 42 00 47.7 
143 12 06.7 42 59 28.0 
143 14 42.9 43 09 56.3 
143 18 00.6 43 13 47.4 
142 59 33.2 43 05 46.6 
142 50 33.1 43 04 37.5 
142 53 18.1 43 00 30.4 
143 03 16.1 42 54 32.6 
143 08 09.8 42 41 41.0 
143 11 30.0 42 38 51.3 
143 18 52.6 42 33 53.0 
143 16 56.7 42 29 41.0 
143 18 55.4 42 16 58.2 
143 21 34.9 42 54 20.6 
143 27 08.2 42 55 34.4 
143 30 35.5 42 47 53.8 
143 36 52.4 43 07 18.3 
143 33 21.7 43 14 30.4 
143 45 05.8 43 28 02.0 
143 39 45.2 42 48 22.5 
144 28 11.7 42 59 36.5 
144 51 05.1 43 02 56.8 
145 08 00.2 43 04 27.1 
144 36 17.1 43 18 02.5 
144 27 48.1 43 28 57.2 
144 07 39.1 43 06 36.2 
144 19 30.4 43 13 37.8 
144 04 32.6 42 57 11.3 
143 56 06.7 42 53 14.1 
145 07 19.7 43 23 26.7 
144 58 32.8 43 33 09.6 
145 08 07.6 43 39 31.6 
145 11 37.3 44 01 09.2 
140 44 37.1 40 49 18.7 
140 45 03.2 40 49 10.2 
140 28 02.6 40 36 00.9 
141 29 31.2 40 30 34.3 
140 35 52.9 40 38 22.8 
140 26 36.2 40 48 19.6 
141 12 34.3 40 36 35.3 
141 22 21.1 40 40 49.5 
141 12 06.0 41 17 31.1 
140 57 34.4 40 55 23.2 
140 38 35.7 41 02 40.4 
140 29 06.6 41 10 44.0 
140 39 34.5 40 58 08.1 
140 38 27.7 41 08 51.6 
140 26 00.3 41 11 39.9 
140 12 42.3 40 46 36.8 
140 23 02.4 40 48 21.0 
139 55 51.2 40 38 42.3 
140 21 15.7 40 46 35.3 
139 55 48.0 40 34 45.2 
140 24 50.7 40 46 56.9 
140 23 51.2 40 52 21.0 
140 21 46.0 40 56 41.4 
140 25 29.2 40 36 47.8 
140 24 02.4 40 34 57.1 
140 18 00.0 40 34 26.4 
140 30 22.3 40 39 11.3 
140 34 17.5 40 30 55.2 
140 34 34.0 40 36 44.2 
140 35 55.9 40 42 28.2 
140 34 11.8 40 34 52.1 
140 32 56.3 40 40 23.9 
140 33 11.2 40 37 42.6 
140 37 59.3 40 28 21.1 
140 27 39.3 40 41 35.0 
140 27 36.0 40 53 59.9 
140 26 36.6 40 57 44.2 
140 25 55.2 40 45 20.8 
140 20 56.6 41 03 08.6 
140 18 37.9 41 07 43.5 
141 07 54.8 40 51 41.1 
141 09 16.2 40 41 40.3 
141 25 55.2 40 35 32.1 
141 06 45.2 40 35 01.6 
141 19 42.5 40 36 24.5 
141 15 05.6 41 04 49.6 
141 15 40.3 40 43 31.1 
141 13 17.4 40 46 31.5 
141 09 40.1 40 44 31.1 
141 24 04.3 40 35 46.8 
141 22 40.1 40 57 52.5 
141 00 05.4 41 11 41.7 
141 10 21.8 41 24 08.7 
140 54 38.9 41 31 26.4 
141 20 05.4 41 16 25.8 
140 59 56.0 41 29 05.1 
140 51 46.5 41 25 36.7 
140 49 22.6 41 08 21.4 
141 15 44.3 40 22 30.8 
141 18 41.6 40 31 43.1 
141 09 20.2 40 20 13.2 
141 20 10.6 40 25 07.2 
141 17 00.4 40 24 34.5 
141 37 28.3 40 26 58.4 
141 23 08.8 40 27 50.5 
141 26 27.4 40 24 03.6 
141 15 22.9 40 30 11.5 
141 10 38.2 40 27 46.7 
141 09 22.3 39 42 02.6 
141 09 28.8 39 41 57.8 
141 57 37.8 39 38 17.9 
141 42 43.7 39 04 44.1 
141 08 32.9 39 08 27.4 
141 07 13.3 39 23 08.3 
141 06 59.9 39 17 02.0 
141 46 44.1 40 11 14.4 
141 32 14.0 39 19 28.5 
141 07 49.6 38 55 55.5 
141 37 58.8 39 00 42.7 
141 53 20.5 39 16 22.1 
141 10 43.0 39 11 17.4 
141 18 29.2 40 16 06.5 
140 58 45.0 39 41 35.6 
141 26 24.1 40 02 12.9 
141 12 56.1 39 58 10.2 
141 05 56.7 39 55 24.5 
141 04 49.9 39 43 54.8 
141 04 09.9 39 57 02.4 
141 10 11.1 39 50 38.5 
141 10 16.6 39 33 06.6 
141 08 47.5 39 36 11.0 
141 17 21.3 39 27 49.4 
141 09 02.1 39 28 52.0 
141 13 54.2 39 23 03.0 
140 46 56.2 39 18 53.2 
140 45 13.5 39 25 52.7 
141 07 13.7 39 11 34.2 
141 07 40.3 39 02 53.0 
141 04 23.7 39 06 50.3 
141 04 16.3 39 02 11.8 
141 11 12.2 38 49 40.5 
141 07 01.5 38 59 00.4 
141 23 59.2 39 00 52.5 
141 21 10.1 38 51 19.6 
141 20 04.5 38 55 05.4 
141 15 25.1 38 59 34.6 
141 26 52.9 38 55 59.3 
141 16 03.1 38 53 53.7 
141 34 45.8 39 08 19.6 
141 54 37.1 39 21 23.6 
141 21 36.1 39 20 29.4 
141 58 22.9 39 44 02.1 
141 57 09.0 39 27 52.2 
141 48 02.8 39 50 24.9 
141 53 32.7 39 55 37.3 
141 53 13.1 40 00 09.2 
141 47 38.7 39 37 24.3 
141 40 57.7 39 35 49.6 
141 27 52.2 40 19 26.7 
141 43 18.2 40 24 20.2 
141 49 18.1 40 06 24.4 
141 34 30.4 40 08 44.1 
141 37 42.6 40 16 51.4 
141 25 21.1 40 12 30.3 
141 09 33.0 40 10 50.5 
141 03 20.0 40 05 55.1 
141 17 57.3 40 12 36.6 
140 52 33.0 38 15 57.1 
140 52 22.2 38 15 54.1 
141 18 34.4 38 25 29.5 
141 01 31.6 38 18 41.0 
140 57 32.3 38 34 26.8 
141 34 25.0 38 54 18.7 
140 37 22.8 37 59 55.9 
140 53 43.3 38 10 06.7 
140 47 06.2 37 58 25.2 
141 00 27.6 38 17 27.2 
140 52 24.3 38 06 04.4 
140 39 42.9 38 05 40.1 
140 26 43.3 37 59 23.2 
140 44 03.4 38 02 46.4 
140 43 32.8 38 06 55.9 
140 46 09.4 38 03 12.0 
140 38 48.4 38 10 29.4 
140 46 08.3 37 54 29.7 
140 51 21.3 38 02 04.6 
140 52 51.0 37 57 34.1 
141 04 20.8 38 22 40.9 
141 03 46.8 38 18 05.4 
140 59 03.5 38 19 37.0 
140 53 24.6 38 26 35.2 
141 00 27.8 38 25 14.6 
140 53 32.8 38 23 44.2 
140 53 00.8 38 27 50.8 
140 51 30.5 38 34 06.8 
140 47 00.6 38 34 26.9 
140 45 43.3 38 36 43.5 
140 51 12.4 38 32 44.4 
141 03 47.7 38 30 40.2 
140 57 03.1 38 31 19.5 
141 06 02.9 38 28 28.5 
140 52 48.2 38 38 56.2 
140 43 19.9 38 44 30.0 
141 07 53.6 38 32 11.6 
141 03 38.7 38 35 43.9 
141 03 36.6 38 32 29.2 
141 08 19.9 38 29 06.3 
141 01 27.9 38 43 37.3 
141 07 34.0 38 45 55.1 
140 59 41.5 38 49 42.0 
141 00 50.6 38 39 17.1 
140 57 01.5 38 44 09.3 
141 04 31.0 38 39 18.8 
140 57 11.5 38 48 23.9 
141 04 11.0 38 47 47.9 
141 04 15.9 38 45 07.6 
140 51 01.7 38 47 24.8 
141 11 27.7 38 41 19.4 
141 16 43.9 38 39 14.3 
141 19 11.7 38 44 20.8 
141 14 34.1 38 42 42.4 
141 15 09.2 38 34 52.4 
141 11 31.4 38 37 31.9 
141 10 49.2 38 45 17.9 
141 09 43.2 38 39 20.3 
141 19 09.5 38 30 45.3 
141 12 49.4 38 25 23.1 
141 28 26.9 38 31 11.5 
141 11 49.6 38 30 22.4 
141 14 48.3 38 33 33.1 
141 10 03.2 38 23 48.8 
141 27 07.5 38 34 15.3 
141 26 52.6 38 26 32.5 
141 30 42.8 38 17 56.1 
141 26 59.4 38 40 27.3 
141 18 19.9 38 36 36.1 
141 30 29.6 38 47 28.5 
141 39 01.8 38 54 02.0 
141 31 25.8 38 42 51.0 
140 06 20.8 39 42 56.9 
140 06 21.5 39 43 01.6 
140 01 49.8 40 12 32.4 
140 34 11.4 39 18 38.2 
140 34 03.6 40 16 06.8 
140 03 07.8 39 22 57.8 
139 51 03.5 39 53 02.0 
140 29 53.2 39 09 40.2 
140 28 44.6 39 27 00.1 
140 47 31.3 40 12 46.2 
140 45 01.7 40 19 31.6 
140 22 26.6 40 13 22.9 
140 35 13.3 40 12 57.9 
140 23 04.0 40 06 57.6 
140 24 19.6 39 59 46.9 
140 27 00.5 40 16 02.7 
140 19 56.7 40 09 21.8 
140 17 55.6 40 03 37.3 
140 05 06.6 40 02 36.2 
140 14 06.5 40 12 08.3 
140 01 15.1 40 21 58.8 
140 04 36.7 40 06 15.6 
140 00 29.6 40 05 55.0 
140 15 55.2 40 16 31.0 
140 02 33.8 40 17 23.4 
140 06 54.3 39 56 27.0 
140 04 08.0 39 52 01.6 
140 04 35.5 39 56 48.0 
140 04 28.8 39 52 50.5 
139 59 31.7 39 52 49.2 
140 05 07.5 39 54 41.0 
139 55 07.4 39 57 39.2 
139 57 48.8 40 00 52.5 
140 13 08.1 39 38 58.9 
140 10 26.6 39 35 18.5 
139 57 53.4 39 17 01.2 
139 55 32.8 39 15 00.9 
139 54 36.2 39 12 00.7 
140 08 05.7 39 13 33.1 
140 03 33.8 39 32 27.6 
140 06 40.0 39 18 34.8 
140 01 02.7 39 20 31.8 
140 11 36.1 39 11 26.9 
140 17 31.9 39 18 10.1 
140 05 57.5 39 26 26.1 
140 25 44.2 39 29 20.6 
140 22 22.8 39 32 35.9 
140 33 55.6 39 35 36.0 
140 32 52.8 39 25 06.7 
140 32 50.8 39 32 29.2 
140 44 03.8 39 41 50.5 
140 19 25.4 39 36 46.4 
140 22 03.0 39 26 46.2 
140 30 35.7 39 27 31.7 
140 34 29.4 39 39 11.0 
140 36 04.0 39 30 41.1 
140 35 08.6 39 27 32.1 
140 32 10.5 39 23 03.4 
140 32 43.1 39 11 52.6 
140 29 32.2 39 15 35.5 
140 25 58.2 39 17 16.5 
140 26 14.5 39 20 23.1 
140 31 32.6 39 13 15.1 
140 37 26.0 39 16 29.9 
140 28 39.8 39 19 54.1 
140 34 32.7 39 08 47.6 
140 27 01.4 39 03 26.4 
140 25 01.4 39 11 47.7 
140 39 08.5 39 10 33.3 
140 35 23.2 39 04 14.0 
140 22 01.0 38 14 14.9 
140 20 34.5 38 15 08.7 
140 07 12.4 37 55 09.4 
139 49 48.3 38 43 27.5 
139 50 23.5 38 54 41.5 
140 18 19.3 38 45 42.5 
140 16 47.5 38 22 38.8 
140 16 17.2 38 08 46.8 
140 23 01.3 38 28 49.6 
140 02 37.6 38 06 15.3 
140 22 54.4 38 21 31.7 
140 23 39.7 38 25 41.9 
140 24 32.9 38 35 51.3 
140 09 05.3 38 03 06.4 
140 15 54.9 38 17 08.2 
140 17 10.0 38 19 47.7 
140 19 03.6 38 25 23.4 
140 09 01.3 38 25 25.2 
140 08 57.1 38 17 46.0 
140 12 37.5 38 22 39.0 
140 22 33.5 38 35 26.0 
140 20 34.3 38 52 48.9 
140 31 21.9 38 45 19.0 
140 19 23.6 38 41 18.1 
140 15 20.7 38 51 17.8 
140 14 01.8 38 42 04.0 
140 13 28.5 38 47 35.2 
140 08 48.3 38 44 03.9 
140 11 32.2 37 59 57.6 
140 02 55.9 38 00 05.1 
139 44 49.5 38 03 29.2 
140 06 07.4 38 10 47.5 
139 59 27.1 38 02 33.5 
139 58 03.8 38 47 12.0 
139 54 28.8 38 50 47.3 
139 54 28.4 38 45 46.1 
139 54 17.4 38 42 56.5 
139 51 12.7 38 40 33.3 
139 51 10.6 38 47 28.4 
139 50 16.5 38 36 30.6 
139 35 25.2 38 37 05.3 
139 54 39.3 39 00 41.8 
139 56 44.2 38 58 04.4 
139 57 28.3 38 51 20.2 
139 55 55.5 38 53 08.8 
140 28 16.0 37 44 49.5 
140 28 36.6 37 45 28.3 
139 55 58.8 37 29 30.2 
140 21 46.6 37 23 50.9 
140 53 27.8 37 02 50.4 
140 12 51.2 37 07 23.8 
140 57 38.1 37 38 19.6 
140 22 33.4 37 17 01.3 
139 52 39.9 37 38 52.4 
140 55 22.5 37 47 35.4 
140 26 04.1 37 34 54.0 
140 31 10.7 37 50 45.5 
140 30 41.9 37 49 00.9 
140 33 08.6 37 52 26.0 
140 36 16.4 37 50 31.2 
140 33 34.1 37 49 04.0 
140 35 57.2 37 46 26.8 
140 36 41.4 37 43 50.8 
140 36 06.9 37 39 41.5 
140 32 26.8 37 39 14.4 
140 27 52.7 37 36 15.5 
140 22 26.5 37 31 53.6 
140 23 49.5 37 30 35.7 
140 26 25.0 37 30 17.4 
140 30 43.9 37 33 32.0 
140 35 06.1 37 35 35.9 
140 12 53.3 37 17 13.0 
140 20 48.4 37 14 57.8 
140 16 50.2 37 18 52.6 
140 15 03.2 37 15 10.0 
139 46 35.7 37 11 49.9 
139 52 28.5 37 15 07.2 
139 32 11.2 37 05 21.5 
139 23 29.4 37 01 12.7 
139 31 43.6 37 10 21.9 
139 32 29.6 37 13 12.9 
139 19 07.4 37 20 43.5 
139 52 37.7 37 29 18.1 
139 52 31.5 37 42 58.9 
139 56 26.7 37 39 09.0 
139 53 32.3 37 35 35.2 
139 46 24.0 37 38 23.9 
139 39 01.8 37 35 08.5 
139 45 31.0 37 36 00.3 
139 59 31.2 37 33 33.9 
140 06 31.0 37 33 19.1 
139 49 30.2 37 33 29.6 
139 53 23.4 37 33 44.3 
139 43 19.3 37 31 19.4 
139 55 44.5 37 32 54.1 
139 50 39.7 37 27 23.7 
139 53 15.1 37 26 58.8 
139 50 17.1 37 30 52.6 
139 38 51.9 37 28 01.5 
139 31 40.1 37 27 01.1 
139 36 50.0 37 19 57.8 
140 09 32.7 37 08 17.9 
140 18 00.3 37 03 12.1 
140 21 08.7 37 05 55.8 
140 17 55.1 37 09 13.3 
140 21 11.9 37 08 41.4 
140 20 28.9 37 11 54.0 
140 15 07.3 37 12 02.4 
140 22 59.1 37 01 36.1 
140 25 41.6 36 52 05.0 
140 24 46.5 36 57 14.9 
140 30 48.8 37 02 20.7 
140 27 19.9 37 08 27.3 
140 24 44.5 37 12 27.0 
140 34 24.2 37 12 52.1 
140 24 59.2 37 04 39.0 
140 33 32.8 37 05 08.9 
140 29 45.1 37 26 16.0 
140 37 46.5 37 17 00.9 
140 39 38.6 37 19 06.7 
140 37 54.8 37 22 55.5 
140 47 53.0 37 25 57.3 
140 38 49.9 37 26 04.2 
140 34 20.9 37 26 17.1 
140 59 54.1 37 12 40.0 
140 59 48.4 37 16 45.3 
141 00 43.6 37 20 32.7 
140 48 45.5 37 20 03.6 
140 59 11.7 37 24 05.5 
141 00 56.0 37 26 44.8 
141 00 15.3 37 29 27.8 
140 46 04.3 37 30 01.1 
140 55 22.7 37 52 18.9 
140 58 10.5 37 41 53.8 
140 59 42.7 37 33 44.5 
140 44 18.8 37 40 31.8 
140 27 00.3 36 20 19.0 
140 28 28.3 36 21 45.6 
140 39 17.3 36 35 45.5 
140 11 58.0 36 04 07.1 
139 42 20.8 36 10 53.0 
140 17 25.8 36 11 15.6 
139 59 10.0 36 18 14.2 
139 52 47.1 36 18 07.4 
140 11 08.0 35 54 30.1 
139 58 14.4 36 10 51.2 
139 59 48.8 36 01 12.6 
140 32 03.6 36 32 06.1 
140 42 46.4 36 42 38.5 
140 45 15.9 36 47 55.6 
140 14 26.6 36 22 57.3 
140 03 12.7 35 54 29.6 
139 53 30.7 36 02 41.4 
140 09 10.0 35 58 34.2 
140 04 37.6 36 01 56.5 
140 32 17.6 36 23 36.4 
140 38 53.1 35 57 45.0 
140 33 30.7 35 56 38.8 
139 58 43.5 35 56 52.9 
140 25 40.4 36 17 00.5 
140 22 06.3 36 10 40.1 
140 21 22.5 36 14 09.9 
140 21 35.5 36 21 31.2 
140 22 46.8 36 28 34.0 
140 22 15.0 36 30 44.3 
140 19 04.1 36 33 32.9 
140 34 41.4 36 18 36.6 
140 18 27.1 36 20 30.6 
140 17 45.0 36 17 53.3 
140 15 33.0 36 27 08.6 
140 06 51.2 36 21 31.3 
140 34 10.6 36 28 10.1 
140 29 25.7 36 27 15.1 
140 26 48.4 36 29 45.7 
140 24 55.1 36 32 53.8 
140 23 56.4 36 37 43.4 
140 18 11.1 36 39 34.2 
140 19 30.8 36 36 10.5 
140 28 06.0 36 33 07.5 
140 29 12.4 36 37 20.0 
140 29 35.4 36 43 46.9 
140 21 29.8 36 45 52.9 
140 41 12.7 36 40 29.2 
140 32 19.0 36 13 39.5 
140 31 11.4 36 09 19.2 
140 34 33.7 36 05 56.1 
140 40 04.6 35 53 12.2 
140 49 00.3 35 45 11.7 
140 29 32.5 35 59 13.2 
140 32 09.2 36 04 51.3 
140 25 06.3 36 06 05.1 
140 19 38.2 35 57 10.7 
140 18 18.6 36 00 03.6 
140 13 05.3 36 01 39.0 
140 07 11.3 35 59 01.4 
140 17 54.6 35 54 28.7 
140 14 51.9 35 52 52.9 
140 24 46.2 35 57 50.4 
140 27 35.9 35 55 32.7 
140 19 44.2 36 05 06.9 
140 20 18.7 36 09 29.6 
140 12 01.3 36 14 35.0 
140 14 25.0 36 08 54.8 
140 09 39.1 36 07 49.4 
140 02 25.0 35 57 35.3 
140 00 50.3 35 59 10.6 
139 56 08.1 36 14 51.8 
140 02 29.3 36 14 47.6 
140 05 41.9 36 16 31.4 
140 05 36.6 36 19 26.5 
140 02 14.2 36 19 32.9 
139 53 41.6 36 10 39.6 
139 58 01.1 36 09 10.5 
139 58 37.5 36 06 44.2 
139 45 28.9 36 10 30.6 
139 44 57.0 36 06 39.7 
139 49 14.9 36 11 10.6 
139 53 17.9 36 06 54.4 
139 48 00.1 36 06 21.4 
140 06 53.9 35 55 06.2 
140 08 32.3 35 51 15.6 
139 53 11.8 36 33 44.3 
139 53 09.8 36 33 06.9 
139 27 10.6 36 20 13.2 
139 44 00.8 36 22 41.5 
139 34 54.1 36 18 39.5 
139 44 52.9 36 33 48.8 
139 36 36.3 36 44 48.6 
139 42 05.3 36 43 00.4 
139 48 12.1 36 18 41.3 
140 00 58.3 36 26 12.6 
140 01 07.7 36 52 04.5 
139 55 39.0 36 48 11.6 
140 02 57.6 36 57 29.9 
139 54 48.7 36 26 10.6 
139 52 48.6 36 22 50.9 
139 54 16.1 36 40 46.6 
139 56 33.5 36 37 32.1 
139 44 53.3 36 27 48.2 
139 40 36.2 36 30 44.0 
139 26 37.6 36 38 01.6 
139 58 20.9 36 22 59.3 
140 05 47.8 36 27 50.6 
140 11 26.4 36 31 43.3 
140 06 36.8 36 32 12.0 
140 03 40.3 36 32 40.5 
139 48 26.7 36 25 26.4 
139 51 54.3 36 26 01.1 
139 50 43.7 36 23 02.4 
139 44 38.3 36 13 47.5 
139 42 17.5 36 20 03.9 
139 39 08.7 36 15 32.5 
139 39 36.5 36 18 54.2 
139 45 07.5 36 25 32.0 
139 37 05.6 36 51 57.7 
139 43 22.4 36 49 42.7 
139 51 13.8 36 46 28.2 
139 58 11.2 36 40 54.9 
139 59 23.6 36 37 41.0 
140 01 40.7 36 42 56.7 
140 05 50.3 36 39 18.2 
140 09 16.0 36 39 12.9 
140 10 28.6 36 44 05.0 
140 08 01.6 36 45 29.4 
140 07 33.3 36 47 12.5 
140 07 26.8 36 51 23.5 
140 07 26.8 37 00 59.1 
139 59 13.2 36 52 44.7 
139 49 31.8 36 57 58.4 
139 34 23.3 36 22 16.9 
139 36 51.8 36 23 53.9 
139 03 50.6 36 23 17.0 
139 03 59.8 36 23 10.7 
139 00 23.4 36 19 07.5 
139 20 02.1 36 24 07.7 
139 11 59.3 36 18 29.4 
139 22 43.4 36 17 17.7 
139 02 49.9 36 38 33.7 
139 32 43.5 36 14 29.6 
139 00 13.1 36 29 10.1 
139 04 39.9 36 15 18.9 
138 53 35.2 36 15 24.3 
138 53 26.9 36 19 22.6 
139 02 44.4 36 28 38.6 
139 02 18.6 36 31 53.4 
139 04 43.4 36 27 07.2 
139 09 40.3 36 24 52.6 
139 10 50.8 36 26 06.5 
139 12 49.1 36 24 39.6 
139 14 35.1 36 25 00.9 
139 17 13.2 36 29 54.0 
139 18 48.0 36 31 11.3 
138 53 05.7 36 22 54.7 
138 47 45.8 36 25 19.3 
138 57 31.2 36 23 20.1 
139 00 11.1 36 23 40.5 
139 00 41.0 36 30 58.2 
138 56 27.4 36 32 40.7 
138 55 20.3 36 29 48.2 
138 59 04.5 36 26 12.4 
139 00 46.8 36 26 38.4 
139 06 59.5 36 16 24.3 
139 03 53.7 36 09 25.7 
138 59 31.3 36 15 01.8 
138 55 13.1 36 06 45.5 
138 49 50.8 36 05 19.0 
138 46 50.8 36 04 46.8 
138 49 10.4 36 16 59.1 
138 47 32.1 36 12 32.5 
138 42 51.8 36 09 17.9 
138 55 29.6 36 14 22.7 
138 47 36.9 36 18 39.8 
138 50 39.5 36 35 11.8 
138 54 38.6 36 32 51.5 
138 49 43.8 36 34 04.1 
138 38 26.3 36 32 56.8 
138 32 00.2 36 30 48.1 
138 35 57.2 36 37 02.7 
138 37 53.7 36 35 39.7 
138 56 47.9 36 37 03.3 
139 08 16.9 36 39 32.1 
139 12 48.6 36 41 39.6 
139 13 42.4 36 46 09.7 
139 06 33.3 36 41 29.3 
139 00 07.2 36 40 31.4 
138 58 16.4 36 46 46.0 
138 55 43.2 36 40 56.9 
139 04 07.9 36 38 11.3 
139 13 51.3 36 22 36.3 
139 14 58.1 36 20 24.7 
139 15 05.9 36 16 24.6 
139 07 04.5 36 18 04.1 
139 18 14.7 36 15 34.5 
139 18 05.1 36 17 54.2 
139 18 03.0 36 21 18.7 
139 17 03.1 36 23 29.8 
139 16 34.5 36 25 45.4 
139 36 49.2 36 13 11.0 
139 32 18.4 36 12 18.4 
139 26 44.6 36 12 51.8 
139 24 29.7 36 14 40.2 
